timestamp,open,high,low,close,volume
2024-10-06 00:29:00,61920.3,61924.9,61912.42,61917.07,0.19603163
2024-10-06 00:30:00,61917.03,61925,61912.6,61919.79,1.07119267
2024-10-06 00:31:00,61919.79,61964,61910.9,61911,1.45763305
2024-10-06 00:32:00,61911,61957,61889.9,61890.71,0.97078425
2024-10-06 00:33:00,61890.71,61901.07,61888.5,61901.07,0.5704306
2024-10-06 00:34:00,61901.07,61904.42,61892,61901.52,0.31687443
2024-10-06 00:35:00,61895.2,61937,61880.2,61883.64,0.79543628
2024-10-06 00:36:00,61883.63,61894,61883.63,61887.36,1.14546002
2024-10-06 00:37:00,61887.91,61892.93,61885,61885.42,0.27063558
2024-10-06 00:38:00,61885.41,61895.5,61880.2,61880.22,0.86612458
2024-10-06 00:39:00,61881.39,61930,61843.17,61892,4.98396458
2024-10-06 00:40:00,61845.16,61891,61805.85,61824.01,7.56120883
2024-10-06 00:41:00,61824.01,61854.8,61815,61854.8,1.66162544
2024-10-06 00:42:00,61815,61854.8,61815,61831.82,0.75490369
2024-10-06 00:43:00,61831.81,61854.8,61826,61836.4,0.39756765
2024-10-06 00:44:00,61836.4,61862,61832,61849.67,0.58074021
2024-10-06 00:45:00,61849.67,61859.13,61843.75,61850.4,1.98885882
2024-10-06 00:46:00,61849.21,61854.8,61824.9,61838.05,29.8685353
2024-10-06 00:47:00,61838.05,61847.36,61825,61841.5,1.86000018
2024-10-06 00:48:00,61841.5,61863,61824.9,61846.9,1.67447334
2024-10-06 00:49:00,61824.9,61864,61824.9,61857,1.46764069
2024-10-06 00:50:00,61856.05,61873.15,61825,61862.15,0.59411753
2024-10-06 00:51:00,61862.15,61862.15,61846.41,61854.98,1.18102171
2024-10-06 00:52:00,61852.68,61865.24,61851.23,61862.17,0.56356384
2024-10-06 00:53:00,61864.49,61875,61825,61870.3,0.50362129
2024-10-06 00:54:00,61871.05,61893,61825,61876.24,3.60477242
2024-10-06 00:55:00,61876.24,61890,61853.9,61879.71,1.0419678
2024-10-06 00:56:00,61853.9,61900,61853.9,61876.44,0.65961077
2024-10-06 00:57:00,61876.44,61901,61872.46,61875.69,0.98039248
2024-10-06 00:58:00,61875.7,61882,61853.9,61871.91,0.52367033
2024-10-06 00:59:00,61871.9,61871.91,61853.9,61871.91,0.69069923
2024-10-06 01:00:00,61853.9,61884.48,61853.8,61853.9,2.31941265
2024-10-06 01:01:00,61884.47,61924,61853.8,61894.41,1.98968877
2024-10-06 01:02:00,61894.41,61901,61853.8,61886.24,0.53173349
2024-10-06 01:03:00,61886.73,61898.54,61886.73,61897.97,1.09227677
2024-10-06 01:04:00,61897.97,61924,61853.8,61877,0.77141804
2024-10-06 01:05:00,61876.99,61886.61,61853.9,61880.62,0.85812074
2024-10-06 01:06:00,61853.9,61923,61853.8,61857.48,0.64538102
2024-10-06 01:07:00,61855.24,61862,61851.51,61861.89,0.51467879
2024-10-06 01:08:00,61861.89,61862,61855.17,61857.26,0.59225524
2024-10-06 01:09:00,61855.06,61907,61838.49,61838.5,1.47095237
2024-10-06 01:10:00,61838.5,61859.77,61838.49,61859.77,2.3295772
2024-10-06 01:11:00,61859.77,61859.77,61835.72,61838.66,0.43459419
2024-10-06 01:12:00,61838.65,61890,61830.8,61836.35,2.5941729
2024-10-06 01:13:00,61836.34,61871,61830.8,61836.34,0.48152136
2024-10-06 01:14:00,61836.35,61843.59,61830.8,61842.62,0.52312784
2024-10-06 01:15:00,61842.02,61842.02,61830.9,61837.15,0.60943464
2024-10-06 01:16:00,61838.73,61871,61830.8,61838.06,0.55223369
2024-10-06 01:17:00,61838.06,61879.92,61830.9,61879.92,1.56357969
2024-10-06 01:18:00,61874.5,61874.98,61830.9,61860.85,0.22525467
2024-10-06 01:19:00,61860.87,61866.2,61854.96,61863.14,0.17927643
2024-10-06 01:20:00,61860.57,61891.14,61830.9,61891.14,2.26693042
2024-10-06 01:21:00,61891.14,61931,61830.9,61924,6.25663773
2024-10-06 01:22:00,61921.85,61972.28,61871.5,61964.75,4.4328574
2024-10-06 01:23:00,61964.75,61972.49,61909.3,61940.1,12.9499416
2024-10-06 01:24:00,61940.06,61984,61912.7,61912.7,1.02020648
2024-10-06 01:25:00,61938.77,61955.32,61938.58,61955.31,0.62096447
2024-10-06 01:26:00,61954.41,61984,61925.11,61931.05,3.08584226
2024-10-06 01:27:00,61931.05,61949.75,61912.6,61912.6,0.67677161
2024-10-06 01:28:00,61941.47,61944.87,61912.6,61943.75,0.42676347
2024-10-06 01:29:00,61942.04,61943.62,61912.6,61939.14,0.68887405
2024-10-06 01:30:00,61939.13,61956.76,61912.7,61949,1.33445717
2024-10-06 01:31:00,61953.91,61963.98,61912.7,61950.53,0.55334051
2024-10-06 01:32:00,61950.54,61957.02,61912.6,61950.88,0.57900703
2024-10-06 01:33:00,61952.76,61959,61912.7,61953.72,0.90423046
2024-10-06 01:34:00,61953.72,61982,61912.6,61933.16,2.48262798
2024-10-06 01:35:00,61934.07,61940.7,61912.7,61934.98,0.42603901
2024-10-06 01:36:00,61934.03,61979,61912.6,61979,0.50882993
2024-10-06 01:37:00,61923.69,61979,61906.41,61913.47,0.25894747
2024-10-06 01:38:00,61912.74,61924,61910.43,61919.43,0.37369789
2024-10-06 01:39:00,61919.44,61924.54,61912.6,61912.7,0.2881381
2024-10-06 01:40:00,61919.03,61923,61912.6,61914.59,0.67330946
2024-10-06 01:41:00,61914.6,61922,61910.43,61910.43,0.38073356
2024-10-06 01:42:00,61915,61924.5,61910,61914.91,0.36732525
2024-10-06 01:43:00,61918.37,61970,61910.2,61940.27,1.11189824
2024-10-06 01:44:00,61940.27,61941.83,61933.32,61937.74,0.18208171
2024-10-06 01:45:00,61937.73,61937.73,61910.2,61918.03,2.82949831
2024-10-06 01:46:00,61923.48,61926.26,61910.2,61918.6,0.45394524
2024-10-06 01:47:00,61918.59,61970,61910.2,61948.52,0.95758939
2024-10-06 01:48:00,61951.38,61974.3,61910.2,61970.41,1.11057807
2024-10-06 01:49:00,61970.42,61972.89,61910.2,61965,1.06671577
2024-10-06 01:50:00,61970.06,61970.07,61910.3,61966.31,0.50379692
2024-10-06 01:51:00,61966.31,61970.42,61910.3,61957.34,1.44592263
2024-10-06 01:52:00,61955.98,61958.66,61941.25,61941.65,0.59845719
2024-10-06 01:53:00,61941.65,61946.69,61940.81,61943.39,0.29476737
2024-10-06 01:54:00,61943.1,61951.21,61938.38,61943.68,0.25481379
2024-10-06 01:55:00,61944.25,61954.14,61921.52,61954.14,0.77975373
2024-10-06 01:56:00,61953,61960,61926.1,61954.27,1.72713506
2024-10-06 01:57:00,61952.57,61952.58,61931.9,61952.58,0.3075431
2024-10-06 01:58:00,61955.72,61982,61931.9,61949.43,0.26276327
2024-10-06 01:59:00,61949.42,61949.42,61928.82,61934.6,0.2856081
2024-10-06 02:00:00,61932,61954.06,61932,61945.42,1.46878147
2024-10-06 02:01:00,61945.42,61982,61928.16,61928.67,0.27924914
2024-10-06 02:02:00,61928.63,61928.63,61922.7,61926.38,0.31182466
2024-10-06 02:03:00,61926.37,61939.65,61925.75,61935.4,0.47121712
2024-10-06 02:04:00,61933.51,61983,61926,61944.25,1.4670566
2024-10-06 02:05:00,61943.52,61954.06,61926.1,61953.67,1.03389034
2024-10-06 02:06:00,61952.55,61965.91,61926,61960.58,0.90752251
2024-10-06 02:07:00,61961.2,61985,61926,61973.07,0.20866481
2024-10-06 02:08:00,61973.07,61974.12,61926.1,61926.1,0.26388369
2024-10-06 02:09:00,61973.9,61973.9,61926,61973.08,1.49779893
2024-10-06 02:10:00,61973.07,61992,61944.7,61961.38,1.85980759
2024-10-06 02:11:00,61956.4,61993,61956.3,61961.37,0.04276178
2024-10-06 02:12:00,61961.38,61996,61950,61957.34,0.28241944
2024-10-06 02:13:00,61955,61963,61950,61950.84,0.92230502
2024-10-06 02:14:00,61950.1,61960.42,61950,61954.1,0.41980402
2024-10-06 02:15:00,61954.96,61975,61953.3,61973.44,1.52842857
2024-10-06 02:16:00,61973.27,61996,61950.1,61979.93,2.43968278
2024-10-06 02:17:00,61979.92,61985.38,61968.6,61982.43,1.58071999
2024-10-06 02:18:00,61973.1,61989.54,61973.1,61979.9,2.21462936
2024-10-06 02:19:00,61982.3,61989.91,61971.73,61979.28,3.03313099
2024-10-06 02:20:00,61979.28,61984.93,61973.1,61982.16,0.95649767
2024-10-06 02:21:00,61981.8,62019,61974.2,62007.78,5.1235846
2024-10-06 02:22:00,62007.73,62012.77,61982.9,62007.35,0.44627827
2024-10-06 02:23:00,62007.18,62014.85,61982.9,62009.68,0.64728489
2024-10-06 02:24:00,62009.71,62019.33,61983.2,62009.37,1.98561781
2024-10-06 02:25:00,62009.36,62025,61983.3,62009.54,1.93648237
2024-10-06 02:26:00,62008.88,62015.33,61994.18,61994.19,2.12042112
2024-10-06 02:27:00,61994.18,62002,61983.2,61990.86,26.33459619
2024-10-06 02:28:00,61990.86,62039,61990,62007.71,3.50723916
2024-10-06 02:29:00,62007.72,62010.8,62003.27,62010.8,0.22263639
2024-10-06 02:30:00,62006.77,62010.8,62000.86,62006.74,0.24406116
2024-10-06 02:31:00,62006.74,62007.9,61996.24,61998.86,0.15556294
2024-10-06 02:32:00,61998.85,62005.97,61991.33,61991.33,0.71055041
2024-10-06 02:33:00,61994.54,61994.54,61989.72,61991.53,0.05519626
2024-10-06 02:34:00,61991.33,61998,61982.76,61992.87,0.87285047
2024-10-06 02:35:00,61992.87,62030,61981.91,61989.58,0.86604382
2024-10-06 02:36:00,61989.34,62001,61981.28,61981.29,0.25071907
2024-10-06 02:37:00,61981.28,62001,61979,61987.63,0.37252969
2024-10-06 02:38:00,61986.04,62000,61979,61983.5,0.21844337
2024-10-06 02:39:00,61988.65,62000,61978.15,61980.77,0.37114326
2024-10-06 02:40:00,61980.76,62031,61965.11,61970.03,0.95850628
2024-10-06 02:41:00,61971.9,62030,61965.17,61980.76,0.97940957
2024-10-06 02:42:00,61980.76,62000.1,61975,61983.56,0.48436723
2024-10-06 02:43:00,61984.76,62000.1,61979,61991.59,0.44397467
2024-10-06 02:44:00,61991.59,62025,61983,61994.66,0.67188716
2024-10-06 02:45:00,61987,62000.1,61987,61995.26,0.94788902
2024-10-06 02:46:00,61995.1,62000.1,61984.76,61994,0.21949369
2024-10-06 02:47:00,61993.9,62024,61944.7,61945.76,0.23409212
2024-10-06 02:48:00,61944.7,61996,61895.83,61973,7.97240737
2024-10-06 02:49:00,61970,61970,61883.31,61909.62,3.60929591
2024-10-06 02:50:00,61906.82,61926.1,61895,61917.4,0.39655027
2024-10-06 02:51:00,61917.4,61974,61917.4,61954.8,1.01668025
2024-10-06 02:52:00,61957.6,61998,61926,61978.07,0.73317017
2024-10-06 02:53:00,61978.07,61978.51,61926,61965.92,0.4577835
2024-10-06 02:54:00,61964.57,61968.15,61926,61960.46,0.30082988
2024-10-06 02:55:00,61960.45,61998,61926,61940.16,0.84867844
2024-10-06 02:56:00,61940.16,61949.39,61926.1,61947.55,0.60625461
2024-10-06 02:57:00,61945.02,61947.55,61926,61943.24,0.14209271
2024-10-06 02:58:00,61942.49,61942.74,61926,61942.29,0.05732569
2024-10-06 02:59:00,61926.1,61987,61926.1,61962.31,2.39744332
2024-10-06 03:00:00,61954.2,61967.1,61935.7,61966,0.20851693
2024-10-06 03:01:00,61966,61998,61954.8,61959.37,0.61715155
2024-10-06 03:02:00,61959.14,61972.19,61957.7,61960.8,0.96925049
2024-10-06 03:03:00,61964.6,61968,61958.3,61962.46,0.23355888
2024-10-06 03:04:00,61967.07,61997,61960.2,61967.7,0.79503519
2024-10-06 03:05:00,61967.7,61973.4,61956.8,61960.61,0.23328921
2024-10-06 03:06:00,61959.78,62010,61957.45,61971.34,0.1728692
2024-10-06 03:07:00,61971.34,62010,61960.8,61983.68,0.55795764
2024-10-06 03:08:00,61983.68,62012,61976,61980.91,0.17422245
2024-10-06 03:09:00,61979.23,61981.34,61975.15,61979.99,0.54266295
2024-10-06 03:10:00,61980.17,61982.34,61980,61980.18,0.0474679
2024-10-06 03:11:00,61980,62013,61976,61983.75,8.17430945
2024-10-06 03:12:00,61983.75,61988,61980.1,61983.35,0.16216921
2024-10-06 03:13:00,61983.35,62012,61983.34,61983.34,0.22751656
2024-10-06 03:14:00,61983.35,61991,61983.34,61983.34,0.11527285
2024-10-06 03:15:00,61983.35,61992.18,61978.27,61986.77,0.81508445
2024-10-06 03:16:00,61986.76,61991,61983.1,61984.52,0.16435717
2024-10-06 03:17:00,61983.99,62013,61980.7,61995.45,0.46956472
2024-10-06 03:18:00,61982.1,62018,61982.1,61993.64,0.1502672
2024-10-06 03:19:00,61992.1,61992.28,61986.5,61992.28,0.15102305
2024-10-06 03:20:00,61986.5,62031,61986.5,61993.63,0.32881488
2024-10-06 03:21:00,61997.72,62000,61991,61999.58,0.2399898
2024-10-06 03:22:00,61999.43,62000,61994,62000,0.49098326
2024-10-06 03:23:00,61999.79,62000,61977.82,61980.87,0.48874745
2024-10-06 03:24:00,61980.87,62034,61963.13,61974.25,0.21758677
2024-10-06 03:25:00,61974.67,61990,61969.75,61980.39,0.27958351
2024-10-06 03:26:00,61980.39,61986.5,61974,61981.7,0.30259601
2024-10-06 03:27:00,61980.85,61983.5,61965.32,61969.89,0.44564476
2024-10-06 03:28:00,61968.86,61970.48,61959.32,61961.93,0.41648319
2024-10-06 03:29:00,61961.91,61966.92,61957.77,61962.67,0.15177581
2024-10-06 03:30:00,61961.92,61968,61960,61962.62,0.53678235
2024-10-06 03:31:00,61962.62,62017,61962.62,61968.47,1.0539584
2024-10-06 03:32:00,61968.46,61976.75,61960,61976.74,0.33419137
2024-10-06 03:33:00,61976.74,62018,61960,61979.21,0.44611333
2024-10-06 03:34:00,61981.15,61990,61960,61960,0.09394788
2024-10-06 03:35:00,61960,61982.4,61960,61981.03,0.62773695
2024-10-06 03:36:00,61976.3,61980,61975.5,61979.53,0.0783005
2024-10-06 03:37:00,61979.54,61990,61975.6,61987.54,0.23402609
2024-10-06 03:38:00,61987.65,61987.72,61975.6,61978.58,0.2078209
2024-10-06 03:39:00,61978.59,61988,61974.1,61983.61,0.24277252
2024-10-06 03:40:00,61983.61,62033,61944.4,61954.38,2.33806725
2024-10-06 03:41:00,61958.9,61959.87,61950.57,61958.3,0.23097587
2024-10-06 03:42:00,61953,62009,61936.8,61946.35,0.21266581
2024-10-06 03:43:00,61958.4,61958.4,61937.1,61946.34,0.24845201
2024-10-06 03:44:00,61946.34,61951.8,61940,61949,0.08269149
2024-10-06 03:45:00,61949.77,61953,61941.57,61949.76,0.40553255
2024-10-06 03:46:00,61949.76,61950.45,61937.91,61949.65,1.40176358
2024-10-06 03:47:00,61949.65,61998,61945.8,61964.13,0.48542555
2024-10-06 03:48:00,61965.93,61967,61945.8,61962.64,0.15559092
2024-10-06 03:49:00,61962.64,62008,61945.7,61963.87,0.2156005
2024-10-06 03:50:00,61963.86,61976,61954.3,61969.88,0.22333305
2024-10-06 03:51:00,61969.88,62007,61945.7,61970.28,0.5409888
2024-10-06 03:52:00,61971.97,61974.71,61945.8,61974.67,0.25171701
2024-10-06 03:53:00,61974.67,61981.46,61945.7,61976.29,0.32814483
2024-10-06 03:54:00,61976.28,61976.28,61949.14,61953.11,0.2473542
2024-10-06 03:55:00,61952.95,62007,61940.82,61942.11,0.0807831
2024-10-06 03:56:00,61942.11,61998,61935.36,61951.38,0.29233191
2024-10-06 03:57:00,61951.38,61957.07,61943,61951.85,0.84029008
2024-10-06 03:58:00,61950.45,61957.06,61941,61954.38,0.5646916
2024-10-06 03:59:00,61950.4,61952.55,61939.6,61947.92,0.42942319
2024-10-06 04:00:00,61941.1,61966.43,61941,61941,0.25303666
2024-10-06 04:01:00,61957.43,61961.45,61941,61953,0.25668704
2024-10-06 04:02:00,61941,61965.5,61941,61950.23,5.34486155
2024-10-06 04:03:00,61944.76,61996,61927.2,61929.55,0.33788633
2024-10-06 04:04:00,61931,61941.1,61921.4,61926.29,0.1546401
2024-10-06 04:05:00,61935.9,61935.9,61925.47,61935.7,0.30615001
2024-10-06 04:06:00,61930.32,61935.8,61922.6,61928.83,0.38815874
2024-10-06 04:07:00,61928.83,61978,61918.6,61922.88,0.04837853
2024-10-06 04:08:00,61925.23,61935.7,61921.73,61922.61,0.10485434
2024-10-06 04:09:00,61922.6,61978,61916.4,61930.2,0.43601166
2024-10-06 04:10:00,61930.09,61934.89,61925.6,61934.88,1.86842223
2024-10-06 04:11:00,61937.44,61947.57,61932,61945.23,0.30568843
2024-10-06 04:12:00,61945.29,61947.81,61933,61944.69,0.11435117
2024-10-06 04:13:00,61935,61947.81,61935,61941.66,0.18872139
2024-10-06 04:14:00,61941.66,61945.56,61935,61935.7,0.59687147
2024-10-06 04:15:00,61940.14,61978,61935.8,61970,1.03495658
2024-10-06 04:16:00,61969.99,61996,61968.77,61974.68,0.22009346
2024-10-06 04:17:00,61974.69,62010,61949.4,61992.09,0.30650591
2024-10-06 04:18:00,61991.75,61997.11,61958,61997.1,0.55669157
2024-10-06 04:19:00,61997.1,62022,61958,61983.54,0.35700224
2024-10-06 04:20:00,61984.05,62029,61980.31,61984.91,0.20759918
2024-10-06 04:21:00,61984.21,62029,61958.1,61992.58,0.20329076
2024-10-06 04:22:00,61992.58,62035,61949.4,61994.8,0.59583974
2024-10-06 04:23:00,62014.72,62017,61980.8,62013.13,0.44515156
2024-10-06 04:24:00,62013.13,62036,62013.13,62028.01,0.28324129
2024-10-06 04:25:00,62027.99,62031.12,61994.8,62028.04,0.08741595
2024-10-06 04:26:00,62028.04,62055,61980.8,62043.6,1.7324688
2024-10-06 04:27:00,62048.08,62054,61994.9,62032.07,0.30826164
2024-10-06 04:28:00,62031.95,62055,62000,62017.64,0.44382029
2024-10-06 04:29:00,62017.63,62022.49,61999.9,62020.17,0.20731865
2024-10-06 04:30:00,62022.48,62059,62000,62053.1,3.30761534
2024-10-06 04:31:00,62053.1,62079,62004.9,62069.95,2.97025922
2024-10-06 04:32:00,62069.96,62091,62033.91,62036.65,5.72013905
2024-10-06 04:33:00,62036.67,62082,62017.45,62023.19,0.51407516
2024-10-06 04:34:00,62023.19,62083,61998.1,62013.03,0.52860419
2024-10-06 04:35:00,62013.03,62041.6,61994.98,61998.45,0.31325973
2024-10-06 04:36:00,61998.45,62062,61985.4,61987.37,0.58345513
2024-10-06 04:37:00,61997.9,62050,61982.06,61988.55,0.38807235
2024-10-06 04:38:00,61986.41,62042,61984.88,61993.96,0.37038377
2024-10-06 04:39:00,61993.98,61999.51,61974.3,61997.32,0.13989798
2024-10-06 04:40:00,61997.32,62042,61989,62011.79,0.38808319
2024-10-06 04:41:00,62006.37,62041,61989.31,62041,0.99141741
2024-10-06 04:42:00,61989.33,62042,61980.4,62006.45,0.74953357
2024-10-06 04:43:00,62003.91,62015.69,61999.7,62010.61,0.12923487
2024-10-06 04:44:00,62010.62,62047,62000.6,62016.56,1.61937275
2024-10-06 04:45:00,62013.29,62047,61984.16,61987.29,0.36694147
2024-10-06 04:46:00,61994,62047,61987,61995.85,0.2226901
2024-10-06 04:47:00,61990.6,62004.11,61987,62001.38,2.97104827
2024-10-06 04:48:00,62003.44,62047,61994,62004.89,0.04724864
2024-10-06 04:49:00,61988.3,62004.92,61988.3,62004.91,0.21200148
2024-10-06 04:50:00,62004.57,62006.69,61997.95,61997.95,0.08096594
2024-10-06 04:51:00,61994,62006.53,61989.7,62004.13,0.06547296
2024-10-06 04:52:00,62002.4,62006.01,61994,61997,0.38864945
2024-10-06 04:53:00,62003.65,62006.01,61987,61996.9,0.74956104
2024-10-06 04:54:00,62000.82,62003,61992,61995.46,0.11306864
2024-10-06 04:55:00,61998.96,62001.89,61975.7,61981.39,0.77717764
2024-10-06 04:56:00,61981.4,61994.3,61975.91,61986.2,0.23002831
2024-10-06 04:57:00,61986.59,61990.1,61982,61984.47,0.3200089
2024-10-06 04:58:00,61986.44,61988.22,61982,61982.21,0.21141212
2024-10-06 04:59:00,61982.21,61994.56,61982,61988.42,0.32639934
2024-10-06 05:00:00,61987.1,62047,61982,61985.19,0.16289949
2024-10-06 05:01:00,61990.12,62047,61974.5,61980.87,0.77506841
2024-10-06 05:02:00,61977.99,61985.31,61971.87,61985.3,0.53402818
2024-10-06 05:03:00,61985.31,62006.31,61981,61997.44,0.43845547
2024-10-06 05:04:00,61977.5,62001.29,61977.5,61998.37,0.32141841
2024-10-06 05:05:00,61981.1,61999.83,61981.1,61998.38,0.02510969
2024-10-06 05:06:00,61998.38,62041,61990.61,62021.49,1.01648265
2024-10-06 05:07:00,62021.48,62031.14,61977.5,62015.8,1.55958502
2024-10-06 05:08:00,61977.4,62046,61977.4,62018.58,3.91695868
2024-10-06 05:09:00,62018.59,62047,62013.64,62023.43,1.86220492
2024-10-06 05:10:00,62023.43,62025.08,61977.4,62011.02,0.27326766
2024-10-06 05:11:00,62015.03,62053,61977.4,61991.67,0.66170203
2024-10-06 05:12:00,61991.66,61997.2,61987.51,61987.52,0.64427218
2024-10-06 05:13:00,61997.1,62054,61987.51,62015.93,1.27720338
2024-10-06 05:14:00,62011.78,62017.65,61977.4,62012.7,0.84826849
2024-10-06 05:15:00,62006.29,62018.86,61997.1,62010,0.51905657
2024-10-06 05:16:00,62011.34,62054,61977.5,61997.1,0.51612525
2024-10-06 05:17:00,62020.14,62023,61997.1,62015.61,0.75365858
2024-10-06 05:18:00,62015.61,62015.94,61997.1,62010.67,0.78495593
2024-10-06 05:19:00,62010.67,62022,61997.2,62019.85,0.51658891
2024-10-06 05:20:00,62019.85,62025,61997.1,62021.66,0.56885605
2024-10-06 05:21:00,62021.63,62085,62015.9,62037.7,1.05832365
2024-10-06 05:22:00,62040.17,62048.88,62016,62045.09,0.58274007
2024-10-06 05:23:00,62045.08,62045.09,62016,62039.73,0.07121395
2024-10-06 05:24:00,62039.73,62084,62033,62058.49,1.77321443
2024-10-06 05:25:00,62057.44,62092,62033.9,62061.08,0.50872669
2024-10-06 05:26:00,62061.08,62064.19,62033.2,62043.4,15.49080348
2024-10-06 05:27:00,62048.87,62050.19,62033.9,62050.19,0.36110019
2024-10-06 05:28:00,62050.19,62050.19,62033.9,62047.41,0.0450952
2024-10-06 05:29:00,62050.19,62053,62034,62047.42,0.30331374
2024-10-06 05:30:00,62034,62095,62033.9,62054.82,0.44729148
2024-10-06 05:31:00,62054.82,62062.32,62039.9,62049.37,0.31991785
2024-10-06 05:32:00,62048.4,62049.37,62038.4,62044.79,0.09582071
2024-10-06 05:33:00,62044.78,62050,62031.82,62031.83,0.35331679
2024-10-06 05:34:00,62031.84,62041.43,62031.84,62038.4,0.23787603
2024-10-06 05:35:00,62036.69,62040.96,62030.8,62036.78,1.4060363
2024-10-06 05:36:00,62036.78,62048.98,62036,62048.97,0.67124249
2024-10-06 05:37:00,62048.97,62053.81,62036,62036.1,0.57127908
2024-10-06 05:38:00,62036.1,62056,62036.1,62055.16,0.73896397
2024-10-06 05:39:00,62055.17,62060,62048.4,62060,0.06007931
2024-10-06 05:40:00,62058.99,62065.36,62048.4,62058,1.05557399
2024-10-06 05:41:00,62059.44,62063.6,62058.7,62063.53,0.06679308
2024-10-06 05:42:00,62063.52,62063.53,62054.4,62062.36,0.44348975
2024-10-06 05:43:00,62062.37,62100,62061.4,62081.8,1.01144984
2024-10-06 05:44:00,62109,62117,62061.4,62092.17,0.89144821
2024-10-06 05:45:00,62084,62145,62061.4,62104.54,2.29098997
2024-10-06 05:46:00,62099,62147,62061.4,62117.64,1.97287339
2024-10-06 05:47:00,62117.64,62172,62088.8,62137.38,8.67975162
2024-10-06 05:48:00,62139.38,62151.83,62110,62144.06,0.26278953
2024-10-06 05:49:00,62142.34,62152.37,62111.8,62135,0.71985306
2024-10-06 05:50:00,62145.27,62178,62109.47,62111.06,1.36840756
2024-10-06 05:51:00,62111.06,62178,62100.36,62172,0.36858642
2024-10-06 05:52:00,62102.7,62172,62099.01,62099.03,1.6288764
2024-10-06 05:53:00,62099.03,62135,62089.4,62100.73,0.76998073
2024-10-06 05:54:00,62100.74,62167,62083.21,62094.6,0.715048
2024-10-06 05:55:00,62083.21,62094.6,62078.77,62081.68,0.5128231
2024-10-06 05:56:00,62078.78,62151,62054.74,62055.68,1.15979022
2024-10-06 05:57:00,62055.67,62094.5,62055.65,62061.63,0.44046387
2024-10-06 05:58:00,62061.64,62119,62054.3,62065.26,0.90978133
2024-10-06 05:59:00,62065.27,62120,62059.54,62064.82,0.47559311
2024-10-06 06:00:00,62064.82,62119,62056.3,62084.93,1.43923143
2024-10-06 06:01:00,62078.24,62082.82,62055.52,62062.3,0.76081013
2024-10-06 06:02:00,62062.3,62119,62062.29,62064.45,0.60221841
2024-10-06 06:03:00,62064.45,62120,62059,62061.86,2.67534701
2024-10-06 06:04:00,62061.86,62120,62052.3,62052.3,0.39761867
2024-10-06 06:05:00,62055.17,62065,62031.1,62050.87,2.34987718
2024-10-06 06:06:00,62050.87,62119,62021.73,62025.43,9.34888415
2024-10-06 06:07:00,62025.44,62046,62021.54,62025.81,0.03378807
2024-10-06 06:08:00,62025.81,62097,62021.94,62037.63,0.35867434
2024-10-06 06:09:00,62037.63,62037.63,62020.5,62021.9,0.31298508
2024-10-06 06:10:00,62022.1,62041.31,62022,62041.31,0.46624514
2024-10-06 06:11:00,62022,62052.63,62022,62051.97,0.26872254
2024-10-06 06:12:00,62049.13,62052.34,62046,62052.07,0.07213965
2024-10-06 06:13:00,62052.26,62054.24,62044.14,62048.15,0.28034864
2024-10-06 06:14:00,62047.6,62054.61,62043.78,62047.46,0.26845915
