Datetime,Open,High,Low,Close,Volume,SMA20,RSI,MACD,Signal_Line
2025-03-20 00:01:00+00:00,0.1780908852815628,0.1780908852815628,0.1780908852815628,0.1780908852815628,0,,,0.0,0.0
2025-03-20 00:03:00+00:00,0.1782180219888687,0.1782180219888687,0.1782180219888687,0.1782180219888687,1782016,,,1.0141959557147251e-05,2.0283919114294503e-06
2025-03-20 00:04:00+00:00,0.17820776998996735,0.17820776998996735,0.17820776998996735,0.17820776998996735,980480,,,1.7154538106300965e-05,5.0536211504037536e-06
2025-03-20 00:05:00+00:00,0.1784186065196991,0.1784186065196991,0.1784186065196991,0.1784186065196991,3492992,,,3.9272098736164995e-05,1.1897316667556003e-05
2025-03-20 00:06:00+00:00,0.17832420766353607,0.17832420766353607,0.17832420766353607,0.17832420766353607,825472,,,4.8622733510250704e-05,1.9242400036094944e-05
2025-03-20 00:07:00+00:00,0.17844271659851074,0.17844271659851074,0.17844271659851074,0.17844271659851074,2842880,,,6.484832840517041e-05,2.836358570991004e-05
2025-03-20 00:08:00+00:00,0.1784011870622635,0.1784011870622635,0.1784011870622635,0.1784011870622635,526464,,,7.35087793098943e-05,3.7392624429906894e-05
2025-03-20 00:09:00+00:00,0.17842331528663635,0.17842331528663635,0.17842331528663635,0.17842331528663635,601344,,,8.12215404609462e-05,4.615840763611476e-05
2025-03-20 00:10:00+00:00,0.17853078246116638,0.17853078246116638,0.17853078246116638,0.17853078246116638,1458048,,,9.491158046529002e-05,5.590904220194982e-05
2025-03-20 00:11:00+00:00,0.17856383323669434,0.17856383323669434,0.17856383323669434,0.17856383323669434,757760,,,0.00010719231093286874,6.61656959481336e-05
2025-03-20 00:12:00+00:00,0.1786552518606186,0.1786552518606186,0.1786552518606186,0.1786552518606186,1361536,,,0.00012288505482097034,7.750956772270096e-05
2025-03-20 00:13:00+00:00,0.17893438041210175,0.17893438041210175,0.17893438041210175,0.17893438041210175,1784704,,,0.000156046205224053,9.321689522297138e-05
2025-03-20 00:15:00+00:00,0.1789526343345642,0.1789526343345642,0.1789526343345642,0.1789526343345642,1312384,,,0.0001817050125428321,0.00011091451868694354
2025-03-20 00:16:00+00:00,0.17885325849056244,0.17885325849056244,0.17885325849056244,0.17885325849056244,955008,,80.41012838801711,0.00019180993656117695,0.00012709360226179024
2025-03-20 00:18:00+00:00,0.17870327830314636,0.17870327830314636,0.17870327830314636,0.17870327830314636,691072,,71.81716833890746,0.00018557680012570854,0.00013879024183457392
2025-03-20 00:19:00+00:00,0.17829836905002594,0.17829836905002594,0.17829836905002594,0.17829836905002594,2097792,,52.38952014606562,0.00014627800010399983,0.0001402877934884591
2025-03-20 00:21:00+00:00,0.17817987501621246,0.17817987501621246,0.17817987501621246,0.17817987501621246,1280384,,49.22058456157881,0.00010436884069325858,0.00013310400292941901
2025-03-20 00:23:00+00:00,0.1781177520751953,0.1781177520751953,0.1781177520751953,0.1781177520751953,2671744,,40.83189537734992,6.538896448471387e-05,0.00011956099524047799
2025-03-20 00:24:00+00:00,0.17798474431037903,0.17798474431037903,0.17798474431037903,0.17798474431037903,1009024,,39.893168649790155,2.3493696022780508e-05,0.0001003475353969385
2025-03-20 00:25:00+00:00,0.17776918411254883,0.17776918411254883,0.17776918411254883,0.17776918411254883,2208896,0.17840350270271302,31.04249500897545,-2.679365198399175e-05,7.491929792075246e-05
2025-03-20 00:26:00+00:00,0.177713081240654,0.177713081240654,0.177713081240654,0.177713081240654,787712,0.17838461250066756,30.78990282215122,-7.036267337143243e-05,4.5862903662315484e-05
2025-03-20 00:27:00+00:00,0.17773398756980896,0.17773398756980896,0.17773398756980896,0.17773398756980896,387584,0.1783604107797146,30.74265256847889,-0.00010202835135350585,1.628465265915122e-05
2025-03-20 00:28:00+00:00,0.17761197686195374,0.17761197686195374,0.17761197686195374,0.17761197686195374,1700224,0.1783306211233139,24.538757577259133,-0.00013540797488512113,-1.405387284970325e-05
2025-03-20 00:29:00+00:00,0.1776081919670105,0.1776081919670105,0.1776081919670105,0.1776081919670105,196096,0.17829010039567947,23.08137875455415,-0.000160318919700142,-4.3306882219791004e-05
2025-03-20 00:30:00+00:00,0.17761631309986115,0.17761631309986115,0.17761631309986115,0.17761631309986115,103040,0.17825470566749574,19.294119719550437,-0.00017736120581271497,-7.011774693837581e-05
2025-03-20 00:33:00+00:00,0.17766810953617096,0.17766810953617096,0.17766810953617096,0.17766810953617096,639360,0.17821597531437874,6.765639627172462,-0.00018456030450511585,-9.300625845172382e-05
2025-03-20 00:35:00+00:00,0.17771033942699432,0.17771033942699432,0.17771033942699432,0.17771033942699432,943232,0.1781814329326153,8.267507633778848,-0.0001847286064405318,-0.00011135072804948541
2025-03-20 00:36:00+00:00,0.17768771946430206,0.17768771946430206,0.17768771946430206,0.17768771946430206,612992,0.17814465314149858,8.717039288956443,-0.00018455973909542456,-0.00012599253025867324
2025-03-20 00:37:00+00:00,0.17765049636363983,0.17765049636363983,0.17765049636363983,0.17765049636363983,363136,0.17810063883662225,9.473768742758168,-0.0001852935548853074,-0.0001378527351840001
2025-03-20 00:40:00+00:00,0.1771998256444931,0.1771998256444931,0.1771998256444931,0.1771998256444931,2895616,0.17803243845701217,9.151355304860488,-0.0002197078148818421,-0.0001542237511235685
2025-03-20 00:41:00+00:00,0.1771966516971588,0.1771966516971588,0.1771966516971588,0.1771966516971588,608512,0.17795950844883918,10.009818300827874,-0.0002444199538131353,-0.0001722629916614819
2025-03-20 00:43:00+00:00,0.17711138725280762,0.17711138725280762,0.17711138725280762,0.17711138725280762,1591552,0.17786835879087448,9.824870318374337,-0.00026779762570114385,-0.0001913699184694143
2025-03-20 00:44:00+00:00,0.17700283229351044,0.17700283229351044,0.17700283229351044,0.17700283229351044,543744,0.1777708686888218,10.020506971156763,-0.00029172129557783477,-0.0002114401938910984
2025-03-20 00:45:00+00:00,0.17697405815124512,0.17697405815124512,0.17697405815124512,0.17697405815124512,830720,0.17767690867185593,11.818077737706801,-0.00030943582554138205,-0.00023103932022115514
2025-03-20 00:48:00+00:00,0.17681175470352173,0.17681175470352173,0.17681175470352173,0.17681175470352173,2255104,0.1775823324918747,10.724257496461163,-0.000332735680168339,-0.00025137859221059194
2025-03-20 00:49:00+00:00,0.17650993168354034,0.17650993168354034,0.17650993168354034,0.17650993168354034,617216,0.1774929106235504,7.151426633978417,-0.0003712757424509938,-0.00027535802225867235
2025-03-20 00:52:00+00:00,0.1763048768043518,0.1763048768043518,0.1763048768043518,0.1763048768043518,3267072,0.1773991607129574,6.758488780218485,-0.0004135975395314073,-0.00030300592571321937
2025-03-20 00:53:00+00:00,0.1763266772031784,0.1763266772031784,0.1763266772031784,0.1763266772031784,154752,0.17730960696935655,8.10428987597065,-0.0004403032172289323,-0.00033046538401636195
2025-03-20 00:54:00+00:00,0.17638985812664032,0.17638985812664032,0.17638985812664032,0.17638985812664032,586496,0.1772298626601696,11.29763382612947,-0.00045116869483852184,-0.00035460604618079393
2025-03-20 00:55:00+00:00,0.1765154004096985,0.1765154004096985,0.1765154004096985,0.1765154004096985,2102016,0.17716717347502708,15.242494226327949,-0.0004445252408147582,-0.0003725898851075868
2025-03-20 00:56:00+00:00,0.17651806771755219,0.17651806771755219,0.17651806771755219,0.17651806771755219,505088,0.17710742279887198,13.170879899839818,-0.00043404166406349476,-0.0003848802408987684
2025-03-20 00:58:00+00:00,0.17663776874542236,0.17663776874542236,0.17663776874542236,0.17663776874542236,858240,0.17705261185765267,19.402298051953693,-0.0004113328918605996,-0.0003901707710911347
2025-03-20 01:00:00+00:00,0.17660477757453918,0.17660477757453918,0.17660477757453918,0.17660477757453918,634112,0.17700225189328195,19.45027294810069,-0.0003914853387594619,-0.00039043368462480014
2025-03-20 01:02:00+00:00,0.17652325332164764,0.17652325332164764,0.17652325332164764,0.17652325332164764,0,0.1769480049610138,24.79907641756583,-0.00037797724936661226,-0.0003879423975731626
2025-03-20 01:03:00+00:00,0.17654040455818176,0.17654040455818176,0.17654040455818176,0.17654040455818176,2353024,0.1768942095339298,25.80804640636329,-0.00036171836559603654,-0.0003826975911777374
2025-03-20 01:04:00+00:00,0.1767301857471466,0.1767301857471466,0.1767301857471466,0.1767301857471466,645760,0.17684731334447862,36.95275205026725,-0.000329718537133622,-0.00037210178036891435
2025-03-20 01:06:00+00:00,0.17680419981479645,0.17680419981479645,0.17680419981479645,0.17680419981479645,809088,0.17680200636386872,43.03683737646002,-0.00029498571414249275,-0.0003566785671236301
2025-03-20 01:08:00+00:00,0.17712996900081635,0.17712996900081635,0.17712996900081635,0.17712996900081635,1605504,0.17677411884069444,54.52360158756236,-0.00023842444238272864,-0.00033302774217544985
